Edicao,Acum Gols Visitante,Vitorias Visitante,Senioridade Casa,Senioridade Visitante,Casa,Visitante,Rodada
2016,0.0,0.0,5,1,Cerro Porteño,Cobresal,Fase de Grupos
2016,0.0,0.0,2,5,AD Cali,Boca Juniors,Fase de Grupos
2016,1.0,0.0,5,6,Atlético Mineiro,Independiente,Fase de Grupos
2016,0.0,0.0,6,2,CS Emelec,Dep Táchira,Fase de Grupos
2016,0.0,0.0,1,6,Trujillanos,River Plate,Fase de Grupos
2016,1.0,0.0,3,6,Melgar,Independiente,Fase de Grupos
2016,0.0,0.0,3,1,Olimpia,UNAM,Fase de Grupos
2016,0.0,0.0,5,1,The Strongest,Trujillanos,Fase de Grupos
2016,4.0,1.0,7,6,Nacional,River Plate,Fase de Grupos
2016,0.0,0.0,5,1,San Lorenzo,Toluca,Fase de Grupos
2016,0.0,0.0,7,5,Nacional,Sporting Cristal,Fase de Grupos
2016,1.0,0.0,6,3,Peñarol,CA Huracán,Fase de Grupos
2016,2.0,0.0,5,4,Boca Juniors,Racing Club,Fase de Grupos
2016,3.0,1.0,3,5,Corinthians,Santa Fe,Fase de Grupos
2016,0.0,0.0,6,3,Grêmio,LDU de Quito,Fase de Grupos
2016,0.0,0.0,4,2,Bolívar,AD Cali,Fase de Grupos
2016,0.0,0.0,5,2,Palmeiras,Rosario Cent,Fase de Grupos
2016,1.0,0.0,6,3,CS Emelec,Olimpia,Fase de Grupos
2016,3.0,1.0,1,5,Cobresal,Santa Fe,Fase de Grupos
2016,1.0,1.0,5,3,Cerro Porteño,Corinthians,Fase de Grupos
2016,4.0,1.0,2,6,Rosario Cent,River Plate,Fase de Grupos
2016,2.0,1.0,5,3,Sporting Cristal,CA Huracán,Fase de Grupos
2016,1.0,0.0,7,6,Nacional,Peñarol,Fase de Grupos
2016,1.0,0.0,6,3,River Plate,São Paulo,Fase de Grupos
2016,2.0,1.0,2,1,Dep Táchira,UNAM,Fase de Grupos
2016,3.0,1.0,5,7,Palmeiras,Nacional,Fase de Grupos
2016,0.0,0.0,6,5,Grêmio,San Lorenzo,Fase de Grupos
2016,1.0,0.0,3,1,LDU de Quito,Toluca,Fase de Grupos
2016,0.0,0.0,4,5,Bolívar,Boca Juniors,Fase de Grupos
2016,2.0,1.0,4,5,Colo-Colo,Atlético Mineiro,Fase de Grupos
2016,0.0,0.0,6,3,Independiente,Melgar,Fase de Grupos
2016,1.0,0.0,5,1,Santa Fe,Cobresal,Fase de Grupos
2016,2.0,0.0,1,3,Trujillanos,São Paulo,Fase de Grupos
2016,5.0,1.0,5,6,The Strongest,River Plate,Fase de Grupos
2016,0.0,0.0,5,6,San Lorenzo,Grêmio,Fase de Grupos
2016,5.0,2.0,6,7,Peñarol,Nacional,Fase de Grupos
2016,0.0,0.0,6,2,River Plate,Rosario Cent,Fase de Grupos
2016,2.0,0.0,3,6,Olimpia,CS Emelec,Fase de Grupos
2016,0.0,0.0,3,5,Corinthians,Cerro Porteño,Fase de Grupos
2016,1.0,0.0,5,4,Atlético Mineiro,Colo-Colo,Fase de Grupos
2016,2.0,0.0,2,4,AD Cali,Racing Club,Fase de Grupos
2016,0.0,0.0,1,2,UNAM,Dep Táchira,Fase de Grupos
2016,2.0,0.0,7,5,Nacional,Palmeiras,Fase de Grupos
2016,4.0,0.0,2,6,Dep Táchira,CS Emelec,Fase de Grupos
2016,0.0,0.0,3,5,CA Huracán,Sporting Cristal,Fase de Grupos
2016,1.0,1.0,6,5,River Plate,The Strongest,Fase de Grupos
2016,0.0,0.0,1,3,Toluca,LDU de Quito,Fase de Grupos
2016,1.0,0.0,3,1,São Paulo,Trujillanos,Fase de Grupos
2016,1.0,0.0,5,4,Boca Juniors,Bolívar,Fase de Grupos
2016,9.0,3.0,6,7,River Plate,Nacional,Fase de Grupos
2016,3.0,1.0,5,3,Santa Fe,Corinthians,Fase de Grupos
2016,2.0,1.0,6,5,Independiente,Atlético Mineiro,Fase de Grupos
2016,2.0,0.0,2,5,Rosario Cent,Palmeiras,Fase de Grupos
2016,3.0,0.0,1,3,UNAM,Olimpia,Fase de Grupos
2016,1.0,0.0,3,4,Melgar,Colo-Colo,Fase de Grupos
2016,0.0,0.0,4,2,Racing Club,AD Cali,Fase de Grupos
2016,1.0,1.0,1,5,Trujillanos,The Strongest,Fase de Grupos
2016,1.0,0.0,3,6,CA Huracán,Peñarol,Fase de Grupos
2016,0.0,0.0,1,5,Cobresal,Cerro Porteño,Fase de Grupos
2016,2.0,1.0,6,1,CS Emelec,UNAM,Fase de Grupos
2016,1.0,0.0,3,2,Olimpia,Dep Táchira,Fase de Grupos
2016,1.0,0.0,4,5,Racing Club,Boca Juniors,Fase de Grupos
2016,11.0,3.0,5,7,Sporting Cristal,Nacional,Fase de Grupos
2016,1.0,0.0,1,5,Toluca,San Lorenzo,Fase de Grupos
2016,2.0,1.0,4,6,Colo-Colo,Independiente,Fase de Grupos
2016,0.0,0.0,5,3,Atlético Mineiro,Melgar,Fase de Grupos
2016,1.0,0.0,3,6,LDU de Quito,Grêmio,Fase de Grupos
2016,6.0,1.0,3,6,São Paulo,River Plate,Fase de Grupos
2016,2.0,0.0,2,4,AD Cali,Bolívar,Fase de Grupos
2016,7.0,1.0,5,6,Palmeiras,River Plate,Fase de Grupos
2016,3.0,1.0,7,2,Nacional,Rosario Cent,Fase de Grupos
2016,4.0,1.0,7,3,Nacional,CA Huracán,Fase de Grupos
2016,2.0,0.0,6,5,Peñarol,Sporting Cristal,Fase de Grupos
2016,4.0,0.0,4,4,Bolívar,Racing Club,Fase de Grupos
2016,2.0,0.0,5,2,Boca Juniors,AD Cali,Fase de Grupos
2016,1.0,0.0,5,3,San Lorenzo,LDU de Quito,Fase de Grupos
2016,3.0,1.0,6,1,Grêmio,Toluca,Fase de Grupos
2016,5.0,2.0,5,5,Cerro Porteño,Santa Fe,Fase de Grupos
2016,1.0,0.0,3,1,Corinthians,Cobresal,Fase de Grupos
2016,3.0,0.0,5,3,The Strongest,São Paulo,Fase de Grupos
2016,1.0,0.0,6,1,River Plate,Trujillanos,Fase de Grupos
2016,12.0,4.0,3,7,CA Huracán,Nacional,Oitavas de final
2016,4.0,1.0,4,5,Racing Club,Atlético Mineiro,Oitavas de final
2016,5.0,2.0,2,1,Dep Táchira,UNAM,Oitavas de final
2016,7.0,1.0,6,6,Independiente,River Plate,Oitavas de final
2016,5.0,2.0,6,2,Grêmio,Rosario Cent,Oitavas de final
2016,4.0,1.0,7,3,Nacional,Corinthians,Oitavas de final
2016,2.0,1.0,5,5,Cerro Porteño,Boca Juniors,Oitavas de final
2016,3.0,1.0,3,1,São Paulo,Toluca,Oitavas de final
2016,4.0,0.0,1,3,Toluca,São Paulo,Oitavas de final
2016,2.0,1.0,6,6,River Plate,Independiente,Oitavas de final
2016,4.0,1.0,7,3,Nacional,CA Huracán,Oitavas de final
2016,1.0,0.0,1,2,UNAM,Dep Táchira,Oitavas de final
2016,4.0,1.0,2,6,Rosario Cent,Grêmio,Oitavas de final
2016,12.0,4.0,3,7,Corinthians,Nacional,Oitavas de final
2016,5.0,0.0,5,4,Atlético Mineiro,Racing Club,Oitavas de final
2016,0.0,0.0,5,5,Boca Juniors,Cerro Porteño,Oitavas de final
2016,4.0,2.0,7,5,Nacional,Boca Juniors,Quartas de final
2016,4.0,1.0,3,5,São Paulo,Atlético Mineiro,Quartas de final
2016,14.0,4.0,2,7,Rosario Cent,Nacional,Quartas de final
2016,5.0,2.0,6,1,Independiente,UNAM,Quartas de final
2016,14.0,4.0,5,7,Boca Juniors,Nacional,Quartas de final
2016,5.0,0.0,5,3,Atlético Mineiro,São Paulo,Quartas de final
2016,6.0,3.0,7,2,Nacional,Rosario Cent,Quartas de final
2016,2.0,1.0,1,6,UNAM,Independiente,Quartas de final
2016,15.0,4.0,3,7,São Paulo,Nacional,Semifinais
2016,5.0,2.0,6,5,Independiente,Boca Juniors,Semifinais
2016,6.0,0.0,7,3,Nacional,São Paulo,Semifinais
2016,3.0,2.0,5,6,Boca Juniors,Independiente,Semifinais
2016,6.0,3.0,7,6,Nacional,Independiente,Final
2017,0.0,0.0,1,5,Iquique,Guaraní,Fase de Grupos
2017,0.0,0.0,3,6,Wilstermann,Peñarol,Fase de Grupos
2017,0.0,0.0,1,5,Sport Boys,Libertad,Fase de Grupos
2017,0.0,0.0,2,5,Godoy Cruz,Atlético Mineiro,Fase de Grupos
2017,0.0,0.0,1,1,Zulia,Chapecoense,Fase de Grupos
2017,0.0,0.0,4,3,Atl Paranaense,Univ Católica,Fase de Grupos
2017,0.0,0.0,4,6,Zamora,Grêmio,Fase de Grupos
2017,0.0,0.0,2,5,Tucumán,Palmeiras,Fase de Grupos
2017,0.0,0.0,5,5,Flamengo,San Lorenzo,Fase de Grupos
2017,0.0,0.0,5,4,Sporting Cristal,Santos,Fase de Grupos
2017,0.0,0.0,5,5,The Strongest,Santa Fe,Fase de Grupos
2017,0.0,0.0,2,7,Lanús,Nacional,Fase de Grupos
2017,0.0,0.0,3,6,Melgar,CS Emelec,Fase de Grupos
2017,0.0,0.0,5,4,San Lorenzo,Atl Paranaense,Fase de Grupos
2017,0.0,0.0,7,1,Nacional,Zulia,Fase de Grupos
2017,1.0,1.0,3,7,Barcelona SC,Nacional,Fase de Grupos
2017,0.0,0.0,2,3,Botafogo (RJ),Estudiantes,Fase de Grupos
2017,0.0,0.0,6,6,Independiente,River Plate,Fase de Grupos
2017,0.0,0.0,1,2,Chapecoense,Lanús,Fase de Grupos
2017,0.0,0.0,3,5,Univ Católica,Flamengo,Fase de Grupos
2017,0.0,0.0,5,3,Palmeiras,Wilstermann,Fase de Grupos
2017,0.0,0.0,5,5,Santa Fe,Sporting Cristal,Fase de Grupos
2017,0.0,0.0,6,2,Peñarol,Tucumán,Fase de Grupos
2017,0.0,0.0,4,5,Santos,The Strongest,Fase de Grupos
2017,0.0,0.0,5,2,Libertad,Godoy Cruz,Fase de Grupos
2017,1.0,0.0,3,2,Wilstermann,Tucumán,Fase de Grupos
2017,0.0,0.0,5,4,Guaraní,Zamora,Fase de Grupos
2017,0.0,0.0,3,3,Estudiantes,Barcelona SC,Fase de Grupos
2017,0.0,0.0,6,1,Grêmio,Iquique,Fase de Grupos
2017,0.0,0.0,6,6,CS Emelec,Independiente,Fase de Grupos
2017,0.0,0.0,5,1,Atlético Mineiro,Sport Boys,Fase de Grupos
2017,0.0,0.0,3,5,Univ Católica,San Lorenzo,Fase de Grupos
2017,2.0,0.0,5,6,Palmeiras,Peñarol,Fase de Grupos
2017,1.0,1.0,5,4,Flamengo,Atl Paranaense,Fase de Grupos
2017,0.0,0.0,7,2,Nacional,Botafogo (RJ),Fase de Grupos
2017,0.0,0.0,6,3,River Plate,Melgar,Fase de Grupos
2017,2.0,1.0,3,7,Estudiantes,Nacional,Fase de Grupos
2017,0.0,0.0,5,5,Sporting Cristal,The Strongest,Fase de Grupos
2017,1.0,1.0,2,1,Lanús,Zulia,Fase de Grupos
2017,2.0,1.0,1,7,Chapecoense,Nacional,Fase de Grupos
2017,2.0,1.0,5,6,Guaraní,Grêmio,Fase de Grupos
2017,2.0,0.0,2,1,Godoy Cruz,Sport Boys,Fase de Grupos
2017,1.0,0.0,5,4,Santa Fe,Santos,Fase de Grupos
2017,2.0,0.0,4,1,Zamora,Iquique,Fase de Grupos
2017,1.0,0.0,5,5,Libertad,Atlético Mineiro,Fase de Grupos
2017,2.0,0.0,6,3,Independiente,Melgar,Fase de Grupos
2017,2.0,1.0,3,2,Barcelona SC,Botafogo (RJ),Fase de Grupos
2017,1.0,0.0,1,4,Iquique,Zamora,Fase de Grupos
2017,0.0,0.0,2,3,Tucumán,Wilstermann,Fase de Grupos
2017,3.0,0.0,5,5,Atlético Mineiro,Libertad,Fase de Grupos
2017,2.0,0.0,5,3,San Lorenzo,Univ Católica,Fase de Grupos
2017,3.0,1.0,1,2,Zulia,Lanús,Fase de Grupos
2017,0.0,0.0,3,6,Melgar,Independiente,Fase de Grupos
2017,2.0,1.0,7,1,Nacional,Chapecoense,Fase de Grupos
2017,1.0,0.0,6,5,Peñarol,Palmeiras,Fase de Grupos
2017,0.0,0.0,4,5,Atl Paranaense,Flamengo,Fase de Grupos
2017,3.0,1.0,6,6,CS Emelec,River Plate,Fase de Grupos
2017,2.0,1.0,1,2,Sport Boys,Godoy Cruz,Fase de Grupos
2017,1.0,1.0,6,5,Grêmio,Guaraní,Fase de Grupos
2017,4.0,0.0,2,6,Tucumán,Peñarol,Fase de Grupos
2017,1.0,0.0,1,5,Sport Boys,Atlético Mineiro,Fase de Grupos
2017,1.0,0.0,7,3,Nacional,Estudiantes,Fase de Grupos
2017,3.0,1.0,1,6,Iquique,Grêmio,Fase de Grupos
2017,2.0,1.0,2,3,Botafogo (RJ),Barcelona SC,Fase de Grupos
2017,0.0,0.0,5,5,The Strongest,Sporting Cristal,Fase de Grupos
2017,4.0,1.0,3,5,Wilstermann,Palmeiras,Fase de Grupos
2017,1.0,0.0,4,5,Atl Paranaense,San Lorenzo,Fase de Grupos
2017,3.0,0.0,5,3,Flamengo,Univ Católica,Fase de Grupos
2017,2.0,1.0,4,5,Zamora,Guaraní,Fase de Grupos
2017,3.0,0.0,2,5,Godoy Cruz,Libertad,Fase de Grupos
2017,0.0,0.0,4,5,Santos,Santa Fe,Fase de Grupos
2017,0.0,0.0,6,6,River Plate,CS Emelec,Fase de Grupos
2017,3.0,1.0,1,7,Zulia,Nacional,Fase de Grupos
2017,2.0,0.0,5,5,Sporting Cristal,Santa Fe,Fase de Grupos
2017,1.0,0.0,5,4,The Strongest,Santos,Fase de Grupos
2017,2.0,0.0,5,1,Libertad,Sport Boys,Fase de Grupos
2017,5.0,2.0,5,2,Atlético Mineiro,Godoy Cruz,Fase de Grupos
2017,1.0,0.0,6,6,Independiente,CS Emelec,Fase de Grupos
2017,2.0,0.0,3,3,Barcelona SC,Estudiantes,Fase de Grupos
2017,2.0,1.0,3,4,Univ Católica,Atl Paranaense,Fase de Grupos
2017,2.0,1.0,2,1,Lanús,Chapecoense,Fase de Grupos
2017,1.0,0.0,5,5,San Lorenzo,Flamengo,Fase de Grupos
2017,5.0,2.0,3,6,Melgar,River Plate,Fase de Grupos
2017,3.0,1.0,2,7,Botafogo (RJ),Nacional,Fase de Grupos
2017,4.0,1.0,7,2,Nacional,Lanús,Fase de Grupos
2017,1.0,1.0,1,1,Chapecoense,Zulia,Fase de Grupos
2017,0.0,0.0,5,5,Santa Fe,The Strongest,Fase de Grupos
2017,1.0,0.0,4,5,Santos,Sporting Cristal,Fase de Grupos
2017,2.0,0.0,6,3,CS Emelec,Melgar,Fase de Grupos
2017,2.0,1.0,6,6,River Plate,Independiente,Fase de Grupos
2017,2.0,0.0,5,2,Palmeiras,Tucumán,Fase de Grupos
2017,1.0,0.0,6,3,Peñarol,Wilstermann,Fase de Grupos
2017,4.0,2.0,7,3,Nacional,Barcelona SC,Fase de Grupos
2017,6.0,1.0,5,1,Guaraní,Iquique,Fase de Grupos
2017,3.0,1.0,3,2,Estudiantes,Botafogo (RJ),Fase de Grupos
2017,4.0,0.0,6,4,Grêmio,Zamora,Fase de Grupos
2017,4.0,1.0,2,6,Godoy Cruz,Grêmio,Oitavas de final
2017,2.0,0.0,4,4,Atl Paranaense,Santos,Oitavas de final
2017,8.0,3.0,5,6,Guaraní,River Plate,Oitavas de final
2017,5.0,2.0,5,2,The Strongest,Lanús,Oitavas de final
2017,6.0,1.0,3,5,Barcelona SC,Palmeiras,Oitavas de final
2017,6.0,1.0,3,5,Wilstermann,Atlético Mineiro,Oitavas de final
2017,4.0,1.0,6,5,CS Emelec,San Lorenzo,Oitavas de final
2017,3.0,1.0,7,2,Nacional,Botafogo (RJ),Oitavas de final
2017,1.0,0.0,2,5,Lanús,The Strongest,Oitavas de final
2017,6.0,2.0,6,2,Grêmio,Godoy Cruz,Oitavas de final
2017,5.0,2.0,6,5,River Plate,Guaraní,Oitavas de final
2017,3.0,1.0,2,7,Botafogo (RJ),Nacional,Oitavas de final
2017,1.0,0.0,5,3,Atlético Mineiro,Wilstermann,Oitavas de final
2017,5.0,2.0,5,3,Palmeiras,Barcelona SC,Oitavas de final
2017,3.0,1.0,5,6,San Lorenzo,CS Emelec,Oitavas de final
2017,5.0,2.0,4,4,Santos,Atl Paranaense,Oitavas de final
2017,6.0,2.0,5,2,San Lorenzo,Lanús,Quartas de final
2017,5.0,1.0,3,4,Barcelona SC,Santos,Quartas de final
2017,5.0,2.0,2,6,Botafogo (RJ),Grêmio,Quartas de final
2017,10.0,4.0,3,6,Wilstermann,River Plate,Quartas de final
2017,1.0,0.0,6,3,River Plate,Wilstermann,Quartas de final
2017,5.0,3.0,4,3,Santos,Barcelona SC,Quartas de final
2017,4.0,2.0,6,2,Grêmio,Botafogo (RJ),Quartas de final
2017,5.0,2.0,2,5,Lanús,San Lorenzo,Quartas de final
2017,6.0,2.0,6,2,River Plate,Lanús,Semifinais
2017,5.0,2.0,3,6,Barcelona SC,Grêmio,Semifinais
2017,10.0,4.0,2,6,Lanús,River Plate,Semifinais
2017,6.0,4.0,6,3,Grêmio,Barcelona SC,Semifinais
2017,8.0,3.0,2,6,Lanús,Grêmio,Final
2018,0.0,0.0,1,5,Monagas,Cerro Porteño,Fase de Grupos
2018,0.0,0.0,2,6,Defensor,Grêmio,Fase de Grupos
2018,0.0,0.0,7,3,Nacional,Estudiantes,Fase de Grupos
2018,0.0,0.0,4,4,Racing Club,Cruzeiro,Fase de Grupos
2018,0.0,0.0,4,7,Colo-Colo,Nacional,Fase de Grupos
2018,0.0,0.0,5,6,Santa Fe,CS Emelec,Fase de Grupos
2018,0.0,0.0,2,4,Real Garcilaso,Santos,Fase de Grupos
2018,0.0,0.0,2,6,Deportivo Lara,Independiente,Fase de Grupos
2018,0.0,0.0,1,3,Millonarios,Corinthians,Fase de Grupos
2018,0.0,0.0,2,4,Delfín SC,Bolívar,Fase de Grupos
2018,0.0,0.0,5,6,Flamengo,River Plate,Fase de Grupos
2018,0.0,0.0,4,5,Alianza Lima,Boca Juniors,Fase de Grupos
2018,0.0,0.0,3,5,Junior,Palmeiras,Fase de Grupos
2018,0.0,0.0,2,5,Tucumán,Libertad,Fase de Grupos
2018,0.0,0.0,4,4,Bolívar,Colo-Colo,Fase de Grupos
2018,0.0,0.0,3,2,Estudiantes,Real Garcilaso,Fase de Grupos
2018,0.0,0.0,1,4,Vasco da Gama,Univ Chile,Fase de Grupos
2018,0.0,0.0,5,2,Cerro Porteño,Defensor,Fase de Grupos
2018,0.0,0.0,5,6,The Strongest,Peñarol,Fase de Grupos
2018,1.0,1.0,4,7,Santos,Nacional,Fase de Grupos
2018,0.0,0.0,6,5,CS Emelec,Flamengo,Fase de Grupos
2018,0.0,0.0,7,2,Nacional,Delfín SC,Fase de Grupos
2018,0.0,0.0,3,2,Corinthians,Deportivo Lara,Fase de Grupos
2018,0.0,0.0,6,1,Independiente,Millonarios,Fase de Grupos
2018,2.0,1.0,2,7,Real Garcilaso,Nacional,Fase de Grupos
2018,0.0,0.0,5,5,Libertad,The Strongest,Fase de Grupos
2018,0.0,0.0,6,1,Grêmio,Monagas,Fase de Grupos
2018,0.0,0.0,6,2,Peñarol,Tucumán,Fase de Grupos
2018,0.0,0.0,4,4,Univ Chile,Racing Club,Fase de Grupos
2018,0.0,0.0,5,4,Palmeiras,Alianza Lima,Fase de Grupos
2018,0.0,0.0,6,5,River Plate,Santa Fe,Fase de Grupos
2018,0.0,0.0,4,2,Colo-Colo,Delfín SC,Fase de Grupos
2018,0.0,0.0,4,1,Cruzeiro,Vasco da Gama,Fase de Grupos
2018,0.0,0.0,5,3,Boca Juniors,Junior,Fase de Grupos
2018,2.0,1.0,4,7,Bolívar,Nacional,Fase de Grupos
2018,0.0,0.0,3,4,Estudiantes,Santos,Fase de Grupos
2018,0.0,0.0,5,5,Palmeiras,Boca Juniors,Fase de Grupos
2018,0.0,0.0,2,1,Defensor,Monagas,Fase de Grupos
2018,1.0,0.0,5,2,The Strongest,Tucumán,Fase de Grupos
2018,0.0,0.0,1,2,Millonarios,Deportivo Lara,Fase de Grupos
2018,1.0,0.0,5,6,Cerro Porteño,Grêmio,Fase de Grupos
2018,0.0,0.0,4,1,Racing Club,Vasco da Gama,Fase de Grupos
2018,0.0,0.0,5,6,Libertad,Peñarol,Fase de Grupos
2018,0.0,0.0,5,5,Flamengo,Santa Fe,Fase de Grupos
2018,0.0,0.0,6,3,Independiente,Corinthians,Fase de Grupos
2018,2.0,0.0,6,6,CS Emelec,River Plate,Fase de Grupos
2018,0.0,0.0,4,3,Alianza Lima,Junior,Fase de Grupos
2018,2.0,0.0,4,4,Univ Chile,Cruzeiro,Fase de Grupos
2018,0.0,0.0,2,1,Deportivo Lara,Millonarios,Fase de Grupos
2018,0.0,0.0,2,5,Tucumán,The Strongest,Fase de Grupos
2018,0.0,0.0,7,2,Nacional,Real Garcilaso,Fase de Grupos
2018,1.0,0.0,7,4,Nacional,Bolívar,Fase de Grupos
2018,0.0,0.0,4,3,Santos,Estudiantes,Fase de Grupos
2018,1.0,1.0,4,4,Cruzeiro,Univ Chile,Fase de Grupos
2018,1.0,0.0,6,6,River Plate,CS Emelec,Fase de Grupos
2018,2.0,1.0,5,5,Santa Fe,Flamengo,Fase de Grupos
2018,1.0,0.0,1,2,Monagas,Defensor,Fase de Grupos
2018,3.0,1.0,5,5,Boca Juniors,Palmeiras,Fase de Grupos
2018,0.0,0.0,3,4,Junior,Alianza Lima,Fase de Grupos
2018,1.0,0.0,1,4,Vasco da Gama,Racing Club,Fase de Grupos
2018,2.0,1.0,6,5,Peñarol,Libertad,Fase de Grupos
2018,0.0,0.0,2,3,Real Garcilaso,Estudiantes,Fase de Grupos
2018,2.0,1.0,6,5,Grêmio,Cerro Porteño,Fase de Grupos
2018,1.0,0.0,3,5,Junior,Boca Juniors,Fase de Grupos
2018,1.0,0.0,2,6,Tucumán,Peñarol,Fase de Grupos
2018,1.0,1.0,7,4,Nacional,Santos,Fase de Grupos
2018,1.0,1.0,4,4,Racing Club,Univ Chile,Fase de Grupos
2018,1.0,0.0,2,4,Delfín SC,Colo-Colo,Fase de Grupos
