Rodada,Data,Sem,Edicao,Casa,Visitante,Nacionalidade Casa,Nacionalidade Visitante,Resultado,Gols Casa,Gols Visitante
Fase de Grupos,2014-01-28,1,2014,Oriente Petrolero,Nacional,bo,uy,1,1,0
Fase de Grupos,2014-01-28,1,2014,Morelia,Santa Fe,mx,co,1,2,1
Fase de Grupos,2014-01-29,1,2014,Sporting Cristal,Atl Paranaense,pe,br,1,2,1
Fase de Grupos,2014-01-29,1,2014,SD Quito,Botafogo (RJ),ec,br,1,1,0
Fase de Grupos,2014-01-30,1,2014,Univ Chile,Guaraní,cl,py,1,1,0
Fase de Grupos,2014-01-30,1,2014,Caracas FC,Lanús,ve,ar,-1,0,2
Fase de Grupos,2014-02-04,1,2014,Nacional,Oriente Petrolero,uy,bo,1,2,0
Fase de Grupos,2014-02-04,1,2014,Santa Fe,Morelia,co,mx,1,1,0
Fase de Grupos,2014-02-06,1,2014,Guaraní,Univ Chile,py,cl,-1,2,3
Fase de Grupos,2014-02-05,1,2014,Botafogo (RJ),SD Quito,br,ec,1,4,0
Fase de Grupos,2014-02-05,1,2014,Atl Paranaense,Sporting Cristal,br,pe,1,2,1
Fase de Grupos,2014-02-06,1,2014,Lanús,Caracas FC,ar,ve,1,1,0
Fase de Grupos,2014-02-11,1,2014,Botafogo (RJ),San Lorenzo,br,ar,1,2,0
Fase de Grupos,2014-02-12,1,2014,Anzoátegui,Peñarol,ve,uy,0,1,1
Fase de Grupos,2014-02-11,1,2014,Santos,Arsenal,mx,ar,1,1,0
Fase de Grupos,2014-02-11,1,2014,Zamora,Atlético Mineiro,ve,br,-1,0,1
Fase de Grupos,2014-02-11,1,2014,Universitario,Vélez Sarsf,pe,ar,-1,0,1
Fase de Grupos,2014-02-11,1,2014,Santa Fe,Nacional,co,py,1,3,1
Fase de Grupos,2014-02-12,1,2014,León,Flamengo,mx,br,1,2,1
Fase de Grupos,2014-02-13,1,2014,Univ Chile,Defensor,cl,uy,1,1,0
Fase de Grupos,2014-02-12,1,2014,Real Garcilaso,Cruzeiro,pe,br,1,2,1
Fase de Grupos,2014-02-13,1,2014,Atl Paranaense,The Strongest,br,bo,1,1,0
Fase de Grupos,2014-02-12,1,2014,AD Cali,Cerro Porteño,co,py,1,1,0
Fase de Grupos,2014-02-13,1,2014,Lanús,O'Higgins,ar,cl,0,0,0
Fase de Grupos,2014-02-13,1,2014,Nacional,Newell's OB,co,ar,1,1,0
Fase de Grupos,2014-02-13,1,2014,CS Emelec,Bolívar,ec,bo,1,2,1
Fase de Grupos,2014-02-13,1,2014,Nacional,Grêmio,uy,br,-1,0,1
Fase de Grupos,2014-02-18,1,2014,Independiente,Unión Española,ec,cl,0,2,2
Fase de Grupos,2014-02-19,2,2014,Defensor,Real Garcilaso,uy,pe,1,4,1
Fase de Grupos,2014-02-18,2,2014,Peñarol,Santos,uy,mx,-1,0,2
Fase de Grupos,2014-02-20,2,2014,Nacional,Zamora,py,ve,1,1,0
Fase de Grupos,2014-02-19,2,2014,Bolívar,León,bo,mx,0,1,1
Fase de Grupos,2014-02-19,2,2014,O'Higgins,AD Cali,cl,co,1,1,0
Fase de Grupos,2014-02-20,2,2014,The Strongest,Universitario,bo,pe,1,1,0
Fase de Grupos,2014-02-25,2,2014,Cruzeiro,Univ Chile,br,cl,1,5,1
Fase de Grupos,2014-02-25,2,2014,Vélez Sarsf,Atl Paranaense,ar,br,1,2,0
Fase de Grupos,2014-02-26,2,2014,Cerro Porteño,Lanús,py,ar,1,3,1
Fase de Grupos,2014-02-26,2,2014,Unión Española,Botafogo (RJ),cl,br,0,1,1
Fase de Grupos,2014-02-25,2,2014,Arsenal,Anzoátegui,ar,ve,1,3,0
Fase de Grupos,2014-02-25,2,2014,Grêmio,Nacional,br,co,1,3,0
Fase de Grupos,2014-02-27,2,2014,San Lorenzo,Independiente,ar,ec,1,1,0
Fase de Grupos,2014-02-26,2,2014,Atlético Mineiro,Santa Fe,br,co,1,2,1
Fase de Grupos,2014-02-26,2,2014,Flamengo,CS Emelec,br,ec,1,3,1
Fase de Grupos,2014-02-27,2,2014,Newell's OB,Nacional,ar,uy,1,4,0
Fase de Grupos,2014-03-11,3,2014,Defensor,Cruzeiro,uy,br,1,2,0
Fase de Grupos,2014-03-12,3,2014,Independiente,Botafogo (RJ),ec,br,1,2,1
Fase de Grupos,2014-03-11,3,2014,Nacional,Nacional,co,uy,0,2,2
Fase de Grupos,2014-03-11,3,2014,Anzoátegui,Santos,ve,mx,0,1,1
Fase de Grupos,2014-03-12,3,2014,San Lorenzo,Unión Española,ar,cl,0,1,1
Fase de Grupos,2014-03-11,3,2014,The Strongest,Vélez Sarsf,bo,ar,1,2,0
Fase de Grupos,2014-03-11,3,2014,CS Emelec,León,ec,mx,1,2,1
Fase de Grupos,2014-03-11,3,2014,Real Garcilaso,Univ Chile,pe,cl,-1,1,2
Fase de Grupos,2014-03-13,3,2014,Arsenal,Peñarol,ar,uy,1,1,0
Fase de Grupos,2014-03-12,3,2014,Zamora,Santa Fe,ve,co,1,2,1
Fase de Grupos,2014-03-12,3,2014,Nacional,Atlético Mineiro,py,br,0,2,2
Fase de Grupos,2014-03-12,3,2014,Flamengo,Bolívar,br,bo,0,2,2
Fase de Grupos,2014-03-13,3,2014,O'Higgins,Cerro Porteño,cl,py,0,2,2
Fase de Grupos,2014-03-13,3,2014,Grêmio,Newell's OB,br,ar,0,0,0
Fase de Grupos,2014-03-13,3,2014,Universitario,Atl Paranaense,pe,br,-1,0,1
Fase de Grupos,2014-03-13,3,2014,AD Cali,Lanús,co,ar,1,2,1
Fase de Grupos,2014-03-18,4,2014,Univ Chile,Real Garcilaso,cl,pe,1,1,0
Fase de Grupos,2014-03-18,4,2014,Nacional,Nacional,uy,co,-1,0,1
Fase de Grupos,2014-03-19,4,2014,Atlético Mineiro,Nacional,br,py,0,1,1
Fase de Grupos,2014-03-19,4,2014,Peñarol,Arsenal,uy,ar,1,2,1
Fase de Grupos,2014-03-18,4,2014,Santa Fe,Zamora,co,ve,0,2,2
Fase de Grupos,2014-03-18,4,2014,Santos,Anzoátegui,mx,ve,1,3,0
Fase de Grupos,2014-03-18,4,2014,Vélez Sarsf,The Strongest,ar,bo,1,2,0
Fase de Grupos,2014-03-18,4,2014,Botafogo (RJ),Independiente,br,ec,1,1,0
Fase de Grupos,2014-03-20,4,2014,Atl Paranaense,Universitario,br,pe,1,3,0
Fase de Grupos,2014-03-19,4,2014,León,CS Emelec,mx,ec,1,3,0
Fase de Grupos,2014-03-20,4,2014,Cerro Porteño,O'Higgins,py,cl,1,2,1
Fase de Grupos,2014-03-20,4,2014,Lanús,AD Cali,ar,co,1,2,0
Fase de Grupos,2014-03-19,4,2014,Bolívar,Flamengo,bo,br,1,1,0
Fase de Grupos,2014-03-19,4,2014,Newell's OB,Grêmio,ar,br,0,1,1
Fase de Grupos,2014-03-20,4,2014,Cruzeiro,Defensor,br,uy,0,2,2
Fase de Grupos,2014-03-20,4,2014,Unión Española,San Lorenzo,cl,ar,1,1,0
Fase de Grupos,2014-03-25,5,2014,Zamora,Nacional,ve,py,1,2,0
Fase de Grupos,2014-03-26,5,2014,Nacional,Newell's OB,uy,ar,-1,2,4
Fase de Grupos,2014-03-25,5,2014,Santos,Peñarol,mx,uy,1,4,1
Fase de Grupos,2014-03-25,5,2014,Anzoátegui,Arsenal,ve,ar,-1,1,3
Fase de Grupos,2014-03-27,5,2014,Lanús,Cerro Porteño,ar,py,1,2,0
Fase de Grupos,2014-03-27,5,2014,Independiente,San Lorenzo,ec,ar,0,1,1
Fase de Grupos,2014-03-26,5,2014,AD Cali,O'Higgins,co,cl,0,1,1
Fase de Grupos,2014-03-26,5,2014,León,Bolívar,mx,bo,-1,0,1
Fase de Grupos,2014-03-26,5,2014,Atl Paranaense,Vélez Sarsf,br,ar,-1,1,3
Fase de Grupos,2014-03-27,5,2014,Universitario,The Strongest,pe,bo,0,3,3
Fase de Grupos,2014-04-01,5,2014,Real Garcilaso,Defensor,pe,uy,-1,0,2
Fase de Grupos,2014-04-02,5,2014,Botafogo (RJ),Unión Española,br,cl,-1,0,1
Fase de Grupos,2014-04-02,5,2014,CS Emelec,Flamengo,ec,br,-1,1,2
Fase de Grupos,2014-04-02,5,2014,Nacional,Grêmio,co,br,-1,0,2
Fase de Grupos,2014-04-03,5,2014,Univ Chile,Cruzeiro,cl,br,-1,0,2
Fase de Grupos,2014-04-03,5,2014,Santa Fe,Atlético Mineiro,co,br,0,1,1
Fase de Grupos,2014-04-08,6,2014,The Strongest,Atl Paranaense,bo,br,1,2,1
Fase de Grupos,2014-04-08,6,2014,Vélez Sarsf,Universitario,ar,pe,1,1,0
Fase de Grupos,2014-04-09,6,2014,San Lorenzo,Botafogo (RJ),ar,br,1,3,0
Fase de Grupos,2014-04-09,6,2014,Unión Española,Independiente,cl,ec,-1,4,5
Fase de Grupos,2014-04-08,6,2014,Cerro Porteño,AD Cali,py,co,1,3,2
Fase de Grupos,2014-04-08,6,2014,O'Higgins,Lanús,cl,ar,0,0,0
Fase de Grupos,2014-04-10,6,2014,Nacional,Santa Fe,py,co,1,3,2
Fase de Grupos,2014-04-10,6,2014,Atlético Mineiro,Zamora,br,ve,1,1,0
Fase de Grupos,2014-04-10,6,2014,Peñarol,Anzoátegui,uy,ve,0,1,1
Fase de Grupos,2014-04-10,6,2014,Arsenal,Santos,ar,mx,1,3,0
Fase de Grupos,2014-04-09,6,2014,Bolívar,CS Emelec,bo,ec,1,2,1
Fase de Grupos,2014-04-09,6,2014,Flamengo,León,br,mx,-1,2,3
Fase de Grupos,2014-04-09,6,2014,Cruzeiro,Real Garcilaso,br,pe,1,3,0
Fase de Grupos,2014-04-09,6,2014,Defensor,Univ Chile,uy,cl,0,1,1
Fase de Grupos,2014-04-10,6,2014,Newell's OB,Nacional,ar,co,-1,1,3
Fase de Grupos,2014-04-10,6,2014,Grêmio,Nacional,br,uy,1,1,0
Oitavas de final,2014-04-16,,2014,Lanús,Santos,ar,mx,1,2,1
Oitavas de final,2014-04-16,,2014,León,Bolívar,mx,bo,0,2,2
Oitavas de final,2014-04-16,,2014,Cruzeiro,Cerro Porteño,br,py,0,1,1
Oitavas de final,2014-04-17,,2014,The Strongest,Defensor,bo,uy,1,2,0
Oitavas de final,2014-04-23,,2014,Nacional,Vélez Sarsf,py,ar,1,1,0
Oitavas de final,2014-04-22,,2014,Bolívar,León,bo,mx,0,1,1
Oitavas de final,2014-04-23,,2014,Nacional,Atlético Mineiro,co,br,1,1,0
Oitavas de final,2014-04-23,,2014,San Lorenzo,Grêmio,ar,br,1,1,0
Oitavas de final,2014-04-23,,2014,Santos,Lanús,mx,ar,-1,0,2
Oitavas de final,2014-04-24,,2014,Arsenal,Unión Española,ar,cl,0,0,0
Oitavas de final,2014-04-29,,2014,Defensor,The Strongest,uy,bo,1,2,0
Oitavas de final,2014-04-30,,2014,Unión Española,Arsenal,cl,ar,-1,0,1
Oitavas de final,2014-04-29,,2014,Vélez Sarsf,Nacional,ar,py,0,2,2
Oitavas de final,2014-05-01,,2014,Atlético Mineiro,Nacional,br,co,0,1,1
Oitavas de final,2014-04-30,,2014,Cerro Porteño,Cruzeiro,py,br,-1,0,2
Oitavas de final,2014-04-30,,2014,Grêmio,San Lorenzo,br,ar,-1,1,0
Quartas de final,2014-05-07,,2014,Nacional,Arsenal,py,ar,1,1,0
Quartas de final,2014-05-08,,2014,Lanús,Bolívar,ar,bo,0,1,1
Quartas de final,2014-05-07,,2014,San Lorenzo,Cruzeiro,ar,br,1,1,0
Quartas de final,2014-05-08,,2014,Nacional,Defensor,co,uy,-1,0,2
Quartas de final,2014-05-14,,2014,Arsenal,Nacional,ar,py,0,0,0
Quartas de final,2014-05-15,,2014,Bolívar,Lanús,bo,ar,1,1,0
Quartas de final,2014-05-14,,2014,Cruzeiro,San Lorenzo,br,ar,0,1,1
Quartas de final,2014-05-15,,2014,Defensor,Nacional,uy,co,1,1,0
Semifinais,2014-07-21,,2014,Nacional,Defensor,py,uy,1,2,0
Semifinais,2014-07-22,,2014,San Lorenzo,Bolívar,ar,bo,1,5,0
Semifinais,2014-07-28,,2014,Defensor,Nacional,uy,py,1,1,0
Semifinais,2014-07-29,,2014,Bolívar,San Lorenzo,bo,ar,1,1,0
Final,2014-08-12,,2014,San Lorenzo,Nacional,ar,py,1,2,1
Fase de Grupos,2015-02-03,1,2015,Alianza Lima,CA Huracán,pe,ar,-1,0,4
Fase de Grupos,2015-02-03,1,2015,Morelia,The Strongest,mx,bo,0,1,1
Fase de Grupos,2015-02-05,1,2015,Palestino,Nacional,cl,uy,1,1,0
Fase de Grupos,2015-02-04,1,2015,Dep Táchira,Cerro Porteño,ve,py,1,2,1
Fase de Grupos,2015-02-04,1,2015,Corinthians,Once Caldas,br,co,1,4,0
Fase de Grupos,2015-02-05,1,2015,Independiente,Estudiantes,ec,ar,1,1,0
Fase de Grupos,2015-02-10,1,2015,CA Huracán,Alianza Lima,ar,pe,0,0,0
Fase de Grupos,2015-02-11,1,2015,Cerro Porteño,Dep Táchira,py,ve,0,2,2
Fase de Grupos,2015-02-10,1,2015,The Strongest,Morelia,bo,mx,1,2,0
Fase de Grupos,2015-02-11,1,2015,Once Caldas,Corinthians,co,br,0,1,1
Fase de Grupos,2015-02-12,1,2015,Nacional,Palestino,uy,cl,1,2,1
Fase de Grupos,2015-02-12,1,2015,Estudiantes,Independiente,ar,ec,1,4,0
Fase de Grupos,2015-02-17,1,2015,Univ Chile,CS Emelec,cl,ec,-1,0,1
Fase de Grupos,2015-02-17,1,2015,Wanderers,Zamora,uy,ve,1,3,2
Fase de Grupos,2015-02-18,1,2015,Guaraní,Sporting Cristal,py,pe,0,2,2
Fase de Grupos,2015-02-18,1,2015,Palestino,Boca Juniors,cl,ar,-1,0,2
Fase de Grupos,2015-02-17,1,2015,Dep Táchira,Racing Club,ve,ar,-1,0,5
Fase de Grupos,2015-02-17,1,2015,The Strongest,Internacional,bo,br,1,3,1
Fase de Grupos,2015-02-17,1,2015,Atlas,Santa Fe,mx,co,-1,0,1
Fase de Grupos,2015-02-19,1,2015,Libertad,Nacional,py,co,0,2,2
Fase de Grupos,2015-02-18,1,2015,UANL,Juan Aurich,mx,pe,1,3,0
Fase de Grupos,2015-02-19,1,2015,Danubio,San Lorenzo,uy,ar,-1,1,2
Fase de Grupos,2015-02-18,1,2015,Colo-Colo,Atlético Mineiro,cl,br,1,2,0
Fase de Grupos,2015-02-18,1,2015,Corinthians,São Paulo,br,br,1,2,0
Fase de Grupos,2015-02-19,1,2015,San José,River Plate,bo,ar,1,2,0
Fase de Grupos,2015-02-24,1,2015,CA Huracán,Mineros,ar,ve,0,2,2
Fase de Grupos,2015-02-25,1,2015,Estudiantes,Barcelona SC,ar,ec,1,3,0
Fase de Grupos,2015-02-25,2,2015,Atlético Mineiro,Atlas,br,mx,-1,0,1
Fase de Grupos,2015-02-24,2,2015,Racing Club,Guaraní,ar,py,1,4,1
Fase de Grupos,2015-02-24,2,2015,CS Emelec,The Strongest,ec,bo,1,3,0
Fase de Grupos,2015-02-24,2,2015,Sporting Cristal,Dep Táchira,pe,ve,0,1,1
Fase de Grupos,2015-02-26,2,2015,Internacional,Univ Chile,br,cl,1,3,1
Fase de Grupos,2015-02-26,2,2015,Boca Juniors,Wanderers,ar,uy,1,2,1
Fase de Grupos,2015-02-25,1,2015,Universitario,Cruzeiro,bo,br,0,0,0
Fase de Grupos,2015-02-25,2,2015,São Paulo,Danubio,br,uy,1,4,0
Fase de Grupos,2015-02-26,2,2015,Santa Fe,Colo-Colo,co,cl,1,3,1
Fase de Grupos,2015-02-26,2,2015,Zamora,Palestino,ve,cl,-1,0,1
Fase de Grupos,2015-03-03,2,2015,Barcelona SC,Libertad,ec,py,-1,0,1
Fase de Grupos,2015-03-03,2,2015,Mineros,Universitario,ve,bo,-1,0,1
Fase de Grupos,2015-03-04,3,2015,Colo-Colo,Atlas,cl,mx,1,2,0
Fase de Grupos,2015-03-03,2,2015,Cruzeiro,CA Huracán,br,ar,0,0,0
Fase de Grupos,2015-03-05,2,2015,River Plate,UANL,ar,mx,0,1,1
Fase de Grupos,2015-03-05,3,2015,Univ Chile,The Strongest,cl,bo,1,3,1
Fase de Grupos,2015-03-04,2,2015,San Lorenzo,Corinthians,ar,br,-1,0,1
Fase de Grupos,2015-03-04,3,2015,Internacional,CS Emelec,br,ec,1,3,2
Fase de Grupos,2015-03-05,2,2015,Juan Aurich,San José,pe,bo,1,2,0
Fase de Grupos,2015-03-05,2,2015,Nacional,Estudiantes,co,ar,0,1,1
Fase de Grupos,2015-03-10,3,2015,Universitario,CA Huracán,bo,ar,0,0,0
Fase de Grupos,2015-03-10,3,2015,Wanderers,Palestino,uy,cl,1,1,0
Fase de Grupos,2015-03-11,3,2015,Boca Juniors,Zamora,ar,ve,1,5,0
Fase de Grupos,2015-03-10,3,2015,Racing Club,Sporting Cristal,ar,pe,-1,1,2
Fase de Grupos,2015-03-10,3,2015,Guaraní,Dep Táchira,py,ve,1,5,2
Fase de Grupos,2015-03-12,3,2015,Libertad,Estudiantes,py,ar,1,1,0
Fase de Grupos,2015-03-11,3,2015,Barcelona SC,Nacional,ec,co,-1,1,2
Fase de Grupos,2015-03-11,3,2015,San José,UANL,bo,mx,-1,0,1
Fase de Grupos,2015-03-12,3,2015,Juan Aurich,River Plate,pe,ar,0,1,1
Fase de Grupos,2015-03-17,3,2015,Danubio,Corinthians,uy,br,-1,1,2
Fase de Grupos,2015-03-18,4,2015,CS Emelec,Internacional,ec,br,0,1,1
Fase de Grupos,2015-03-18,4,2015,Estudiantes,Libertad,ar,py,1,1,0
Fase de Grupos,2015-03-17,4,2015,Sporting Cristal,Racing Club,pe,ar,-1,0,2
Fase de Grupos,2015-03-17,4,2015,Zamora,Boca Juniors,ve,ar,-1,1,5
Fase de Grupos,2015-03-17,4,2015,UANL,San José,mx,bo,1,4,0
Fase de Grupos,2015-03-17,4,2015,The Strongest,Univ Chile,bo,cl,1,5,3
Fase de Grupos,2015-03-18,4,2015,Dep Táchira,Guaraní,ve,py,0,1,1
Fase de Grupos,2015-03-18,3,2015,Santa Fe,Atlético Mineiro,co,br,-1,0,1
Fase de Grupos,2015-03-19,4,2015,River Plate,Juan Aurich,ar,pe,0,1,1
Fase de Grupos,2015-03-19,4,2015,Palestino,Wanderers,cl,uy,0,1,1
Fase de Grupos,2015-03-18,3,2015,São Paulo,San Lorenzo,br,ar,1,1,0
Fase de Grupos,2015-03-19,4,2015,Nacional,Barcelona SC,co,ec,-1,2,3
Fase de Grupos,2015-03-19,3,2015,Mineros,Cruzeiro,ve,br,-1,0,2
Fase de Grupos,2015-04-01,4,2015,San Lorenzo,São Paulo,ar,br,1,1,0
Fase de Grupos,2015-04-01,4,2015,Corinthians,Danubio,br,uy,1,4,0
Fase de Grupos,2015-04-07,5,2015,Guaraní,Racing Club,py,ar,1,2,0
Fase de Grupos,2015-04-07,5,2015,Palestino,Zamora,cl,ve,1,4,0
Fase de Grupos,2015-04-08,5,2015,Dep Táchira,Sporting Cristal,ve,pe,0,0,0
Fase de Grupos,2015-04-08,4,2015,CA Huracán,Universitario,ar,bo,0,1,1
Fase de Grupos,2015-04-07,4,2015,Atlas,Colo-Colo,mx,cl,-1,1,3
Fase de Grupos,2015-04-07,5,2015,San José,Juan Aurich,bo,pe,0,1,1
Fase de Grupos,2015-04-09,5,2015,Libertad,Barcelona SC,py,ec,0,1,1
Fase de Grupos,2015-04-09,5,2015,Estudiantes,Nacional,ar,co,-1,0,1
Fase de Grupos,2015-04-08,5,2015,UANL,River Plate,mx,ar,0,2,2
Fase de Grupos,2015-04-08,4,2015,Cruzeiro,Mineros,br,ve,1,3,0
Fase de Grupos,2015-04-09,4,2015,Atlético Mineiro,Santa Fe,br,co,1,2,0
Fase de Grupos,2015-04-09,5,2015,Wanderers,Boca Juniors,uy,ar,-1,0,3
Fase de Grupos,2015-04-14,5,2015,Universitario,Mineros,bo,ve,1,2,0
Fase de Grupos,2015-04-14,5,2015,CA Huracán,Cruzeiro,ar,br,1,3,1
Fase de Grupos,2015-04-15,5,2015,The Strongest,CS Emelec,bo,ec,1,1,0
Fase de Grupos,2015-04-15,6,2015,Juan Aurich,UANL,pe,mx,-1,4,5
Fase de Grupos,2015-04-14,6,2015,Sporting Cristal,Guaraní,pe,py,0,1,1
Fase de Grupos,2015-04-15,6,2015,River Plate,San José,ar,bo,1,3,0
Fase de Grupos,2015-04-14,6,2015,Racing Club,Dep Táchira,ar,ve,1,3,2
Fase de Grupos,2015-04-16,6,2015,Zamora,Wanderers,ve,uy,-1,0,3
Fase de Grupos,2015-04-16,6,2015,Boca Juniors,Palestino,ar,cl,1,2,0
Fase de Grupos,2015-04-15,5,2015,Atlas,Atlético Mineiro,mx,br,1,1,0
Fase de Grupos,2015-04-15,5,2015,Danubio,São Paulo,uy,br,-1,1,2
Fase de Grupos,2015-04-15,5,2015,Colo-Colo,Santa Fe,cl,co,-1,0,3
Fase de Grupos,2015-04-16,5,2015,Corinthians,San Lorenzo,br,ar,0,0,0
Fase de Grupos,2015-04-16,5,2015,Univ Chile,Internacional,cl,br,-1,0,4
Fase de Grupos,2015-04-21,6,2015,Mineros,CA Huracán,ve,ar,1,3,0
Fase de Grupos,2015-04-21,6,2015,Cruzeiro,Universitario,br,bo,1,2,0
Fase de Grupos,2015-04-22,6,2015,CS Emelec,Univ Chile,ec,cl,1,2,0
Fase de Grupos,2015-04-22,6,2015,Internacional,The Strongest,br,bo,1,1,0
Fase de Grupos,2015-04-22,6,2015,Santa Fe,Atlas,co,mx,1,3,1
Fase de Grupos,2015-04-22,6,2015,Atlético Mineiro,Colo-Colo,br,cl,1,2,0
Fase de Grupos,2015-04-21,6,2015,Barcelona SC,Estudiantes,ec,ar,-1,0,2
Fase de Grupos,2015-04-21,6,2015,Nacional,Libertad,co,py,1,4,0
Fase de Grupos,2015-04-22,6,2015,São Paulo,Corinthians,br,br,1,2,0
Fase de Grupos,2015-04-22,6,2015,San Lorenzo,Danubio,ar,uy,-1,0,1
Oitavas de final,2015-04-28,,2015,Universitario,UANL,bo,mx,-1,1,2
Oitavas de final,2015-05-05,,2015,Estudiantes,Santa Fe,ar,co,1,2,1
Oitavas de final,2015-05-06,,2015,Guaraní,Corinthians,py,br,1,2,0
Oitavas de final,2015-05-05,,2015,UANL,Universitario,mx,bo,0,1,1
Oitavas de final,2015-05-07,,2015,Wanderers,Racing Club,uy,ar,0,1,1
Oitavas de final,2015-05-06,,2015,Atlético Mineiro,Internacional,br,br,0,2,2
Oitavas de final,2015-05-06,,2015,São Paulo,Cruzeiro,br,br,1,1,0
