Rodada,Data,Sem,Edicao,Casa,Visitante,Nacionalidade Casa,Nacionalidade Visitante,Resultado,Gols Casa,Gols Visitante
Oitavas de final,2015-05-07,,2015,River Plate,Boca Juniors,ar,ar,1,1,0
Oitavas de final,2015-05-07,,2015,CS Emelec,Nacional,ec,co,1,2,0
Oitavas de final,2015-05-12,,2015,Santa Fe,Estudiantes,co,ar,1,2,0
Oitavas de final,2015-05-13,,2015,Cruzeiro,São Paulo,br,br,1,1,0
Oitavas de final,2015-05-14,,2015,Racing Club,Wanderers,ar,uy,1,2,1
Oitavas de final,2015-05-13,,2015,Corinthians,Guaraní,br,py,-1,0,1
Oitavas de final,2015-05-13,,2015,Internacional,Atlético Mineiro,br,br,1,3,1
Oitavas de final,2015-05-14,,2015,Boca Juniors,River Plate,ar,ar,-1,0,3
Oitavas de final,2015-05-14,,2015,Nacional,CS Emelec,co,ec,1,1,0
Quartas de final,2015-05-19,,2015,CS Emelec,UANL,ec,mx,1,1,0
Quartas de final,2015-05-21,,2015,Guaraní,Racing Club,py,ar,1,1,0
Quartas de final,2015-05-20,,2015,Santa Fe,Internacional,co,br,1,1,0
Quartas de final,2015-05-21,,2015,River Plate,Cruzeiro,ar,br,-1,0,1
Quartas de final,2015-05-27,,2015,Internacional,Santa Fe,br,co,1,2,0
Quartas de final,2015-05-26,,2015,UANL,CS Emelec,mx,ec,1,2,0
Quartas de final,2015-05-27,,2015,Cruzeiro,River Plate,br,ar,-1,0,3
Quartas de final,2015-05-28,,2015,Racing Club,Guaraní,ar,py,0,0,0
Semifinais,2015-07-14,,2015,River Plate,Guaraní,ar,py,1,2,0
Semifinais,2015-07-15,,2015,Internacional,UANL,br,mx,1,2,1
Semifinais,2015-07-21,,2015,Guaraní,River Plate,py,ar,0,1,1
Semifinais,2015-07-22,,2015,UANL,Internacional,mx,br,1,3,1
Final,2015-08-05,,2015,River Plate,UANL,ar,mx,1,3,0
Fase de Grupos,2016-02-02,1,2016,CA Huracán,Caracas,ar,ve,1,1,0
Fase de Grupos,2016-02-03,1,2016,U César Vallejo,São Paulo,pe,br,0,1,1
Fase de Grupos,2016-02-02,1,2016,River Plate,Univ Chile,uy,cl,1,2,0
Fase de Grupos,2016-02-04,1,2016,Independiente,Guaraní,ec,py,1,1,0
Fase de Grupos,2016-02-03,1,2016,Puebla,Racing Club,mx,ar,0,2,2
Fase de Grupos,2016-02-04,1,2016,Oriente Petrolero,Santa Fe,bo,co,-1,1,3
Fase de Grupos,2016-02-09,1,2016,Univ Chile,River Plate,cl,uy,0,0,0
Fase de Grupos,2016-02-09,1,2016,Caracas,CA Huracán,ve,ar,1,2,1
Fase de Grupos,2016-02-10,1,2016,São Paulo,U César Vallejo,br,pe,1,1,0
Fase de Grupos,2016-02-11,1,2016,Guaraní,Independiente,py,ec,1,2,1
Fase de Grupos,2016-02-10,1,2016,Racing Club,Puebla,ar,mx,1,1,0
Fase de Grupos,2016-02-11,1,2016,Santa Fe,Oriente Petrolero,co,bo,1,3,0
Fase de Grupos,2016-02-16,1,2016,River Plate,Palmeiras,uy,br,0,2,2
Fase de Grupos,2016-02-17,1,2016,Melgar,Atlético Mineiro,pe,br,-1,1,2
Fase de Grupos,2016-02-17,1,2016,São Paulo,The Strongest,br,bo,-1,0,1
Fase de Grupos,2016-02-17,1,2016,Cobresal,Corinthians,cl,br,-1,0,1
Fase de Grupos,2016-02-16,1,2016,Santa Fe,Cerro Porteño,co,py,0,0,0
Fase de Grupos,2016-02-16,1,2016,Dep Táchira,Olimpia,ve,py,1,2,1
Fase de Grupos,2016-02-17,1,2016,Toluca,Grêmio,mx,br,1,2,0
Fase de Grupos,2016-02-18,1,2016,Sporting Cristal,Peñarol,pe,uy,0,1,1
Fase de Grupos,2016-02-18,1,2016,Independiente,Colo-Colo,ec,cl,0,1,1
Fase de Grupos,2016-02-18,1,2016,UNAM,CS Emelec,mx,ec,1,4,2
Fase de Grupos,2016-02-23,1,2016,LDU de Quito,San Lorenzo,ec,ar,1,2,0
Fase de Grupos,2016-02-24,1,2016,Racing Club,Bolívar,ar,bo,1,4,1
Fase de Grupos,2016-02-24,2,2016,Colo-Colo,Melgar,cl,pe,1,1,0
Fase de Grupos,2016-02-23,1,2016,CA Huracán,Nacional,ar,co,-1,0,2
Fase de Grupos,2016-02-25,1,2016,Rosario Cent,Nacional,ar,uy,0,1,1
Fase de Grupos,2016-02-25,2,2016,Cerro Porteño,Cobresal,py,cl,1,2,1
Fase de Grupos,2016-02-24,1,2016,AD Cali,Boca Juniors,co,ar,0,0,0
Fase de Grupos,2016-02-24,2,2016,Atlético Mineiro,Independiente,br,ec,1,1,0
Fase de Grupos,2016-02-25,2,2016,CS Emelec,Dep Táchira,ec,ve,1,2,0
Fase de Grupos,2016-02-25,1,2016,Trujillanos,River Plate,ve,ar,-1,0,4
Fase de Grupos,2016-03-01,3,2016,Melgar,Independiente,pe,ec,-1,0,1
Fase de Grupos,2016-03-01,2,2016,Olimpia,UNAM,py,mx,-1,0,2
Fase de Grupos,2016-03-02,2,2016,The Strongest,Trujillanos,bo,ve,1,2,1
Fase de Grupos,2016-03-02,2,2016,Nacional,River Plate,uy,uy,0,0,0
Fase de Grupos,2016-03-02,2,2016,San Lorenzo,Toluca,ar,mx,0,1,1
Fase de Grupos,2016-03-01,2,2016,Nacional,Sporting Cristal,co,pe,1,3,0
Fase de Grupos,2016-03-01,2,2016,Peñarol,CA Huracán,uy,ar,-1,0,1
Fase de Grupos,2016-03-03,2,2016,Boca Juniors,Racing Club,ar,ar,0,0,0
Fase de Grupos,2016-03-02,2,2016,Corinthians,Santa Fe,br,co,1,1,0
Fase de Grupos,2016-03-02,2,2016,Grêmio,LDU de Quito,br,ec,1,4,0
Fase de Grupos,2016-03-03,2,2016,Bolívar,AD Cali,bo,co,1,5,0
Fase de Grupos,2016-03-03,2,2016,Palmeiras,Rosario Cent,br,ar,1,2,0
Fase de Grupos,2016-03-08,3,2016,CS Emelec,Olimpia,ec,py,0,2,2
Fase de Grupos,2016-03-09,3,2016,Cobresal,Santa Fe,cl,co,-1,1,2
Fase de Grupos,2016-03-09,3,2016,Cerro Porteño,Corinthians,py,br,1,3,2
Fase de Grupos,2016-03-09,3,2016,Rosario Cent,River Plate,ar,uy,1,4,1
Fase de Grupos,2016-03-08,3,2016,Sporting Cristal,CA Huracán,pe,ar,1,3,2
Fase de Grupos,2016-03-08,3,2016,Nacional,Peñarol,co,uy,1,2,0
Fase de Grupos,2016-03-10,2,2016,River Plate,São Paulo,ar,br,0,1,1
Fase de Grupos,2016-03-09,3,2016,Dep Táchira,UNAM,ve,mx,1,2,0
Fase de Grupos,2016-03-09,3,2016,Palmeiras,Nacional,br,uy,-1,1,2
Fase de Grupos,2016-03-09,3,2016,Grêmio,San Lorenzo,br,ar,0,1,1
Fase de Grupos,2016-03-10,3,2016,LDU de Quito,Toluca,ec,mx,-1,1,2
Fase de Grupos,2016-03-10,3,2016,Bolívar,Boca Juniors,bo,ar,0,1,1
Fase de Grupos,2016-03-10,3,2016,Colo-Colo,Atlético Mineiro,cl,br,0,0,0
Fase de Grupos,2016-03-15,4,2016,Independiente,Melgar,ec,pe,1,2,0
Fase de Grupos,2016-03-15,4,2016,Santa Fe,Cobresal,co,cl,1,3,0
Fase de Grupos,2016-03-16,3,2016,Trujillanos,São Paulo,ve,br,0,1,1
Fase de Grupos,2016-03-16,3,2016,The Strongest,River Plate,bo,ar,0,1,1
Fase de Grupos,2016-03-15,4,2016,San Lorenzo,Grêmio,ar,br,0,1,1
Fase de Grupos,2016-03-15,4,2016,Peñarol,Nacional,uy,co,-1,0,4
Fase de Grupos,2016-03-17,4,2016,River Plate,Rosario Cent,uy,ar,-1,1,3
Fase de Grupos,2016-03-17,4,2016,Olimpia,CS Emelec,py,ec,1,4,2
Fase de Grupos,2016-03-16,4,2016,Corinthians,Cerro Porteño,br,py,1,2,0
Fase de Grupos,2016-03-16,4,2016,Atlético Mineiro,Colo-Colo,br,cl,1,3,0
Fase de Grupos,2016-03-17,3,2016,AD Cali,Racing Club,co,ar,0,2,2
Fase de Grupos,2016-03-17,4,2016,UNAM,Dep Táchira,mx,ve,1,4,1
Fase de Grupos,2016-03-17,4,2016,Nacional,Palmeiras,uy,br,1,1,0
Fase de Grupos,2016-04-05,5,2016,Dep Táchira,CS Emelec,ve,ec,1,1,0
Fase de Grupos,2016-04-05,4,2016,CA Huracán,Sporting Cristal,ar,pe,1,4,2
Fase de Grupos,2016-04-06,4,2016,River Plate,The Strongest,ar,bo,1,6,0
Fase de Grupos,2016-04-05,4,2016,Toluca,LDU de Quito,mx,ec,1,2,1
Fase de Grupos,2016-04-05,4,2016,São Paulo,Trujillanos,br,ve,1,6,0
Fase de Grupos,2016-04-07,4,2016,Boca Juniors,Bolívar,ar,bo,1,3,1
Fase de Grupos,2016-04-07,5,2016,River Plate,Nacional,uy,uy,0,2,2
Fase de Grupos,2016-04-06,5,2016,Santa Fe,Corinthians,co,br,0,1,1
Fase de Grupos,2016-04-06,5,2016,Independiente,Atlético Mineiro,ec,br,1,3,2
Fase de Grupos,2016-04-06,5,2016,Rosario Cent,Palmeiras,ar,br,0,3,3
Fase de Grupos,2016-04-06,5,2016,UNAM,Olimpia,mx,py,1,4,1
Fase de Grupos,2016-04-07,5,2016,Melgar,Colo-Colo,pe,cl,-1,1,2
Fase de Grupos,2016-04-07,4,2016,Racing Club,AD Cali,ar,co,1,4,2
Fase de Grupos,2016-04-12,5,2016,Trujillanos,The Strongest,ve,bo,1,2,1
Fase de Grupos,2016-04-12,5,2016,CA Huracán,Peñarol,ar,uy,0,0,0
Fase de Grupos,2016-04-13,5,2016,Cobresal,Cerro Porteño,cl,py,1,2,0
Fase de Grupos,2016-04-13,6,2016,CS Emelec,UNAM,ec,mx,-1,2,3
Fase de Grupos,2016-04-13,6,2016,Olimpia,Dep Táchira,py,ve,1,4,0
Fase de Grupos,2016-04-13,5,2016,Racing Club,Boca Juniors,ar,ar,-1,0,1
Fase de Grupos,2016-04-12,5,2016,Sporting Cristal,Nacional,pe,co,-1,0,1
Fase de Grupos,2016-04-12,5,2016,Toluca,San Lorenzo,mx,ar,1,2,1
Fase de Grupos,2016-04-14,6,2016,Colo-Colo,Independiente,cl,ec,0,0,0
Fase de Grupos,2016-04-14,6,2016,Atlético Mineiro,Melgar,br,pe,1,4,0
Fase de Grupos,2016-04-13,5,2016,LDU de Quito,Grêmio,ec,br,-1,2,3
Fase de Grupos,2016-04-13,5,2016,São Paulo,River Plate,br,ar,1,2,1
Fase de Grupos,2016-04-14,5,2016,AD Cali,Bolívar,co,bo,0,1,1
Fase de Grupos,2016-04-14,6,2016,Palmeiras,River Plate,br,uy,1,4,0
Fase de Grupos,2016-04-14,6,2016,Nacional,Rosario Cent,uy,ar,-1,0,2
Fase de Grupos,2016-04-19,6,2016,Nacional,CA Huracán,co,ar,0,0,0
Fase de Grupos,2016-04-19,6,2016,Peñarol,Sporting Cristal,uy,pe,1,4,3
Fase de Grupos,2016-04-20,6,2016,Bolívar,Racing Club,bo,ar,0,1,1
Fase de Grupos,2016-04-20,6,2016,Boca Juniors,AD Cali,ar,co,1,6,2
Fase de Grupos,2016-04-19,6,2016,San Lorenzo,LDU de Quito,ar,ec,0,1,1
Fase de Grupos,2016-04-19,6,2016,Grêmio,Toluca,br,mx,1,1,0
Fase de Grupos,2016-04-20,6,2016,Cerro Porteño,Santa Fe,py,co,1,1,0
Fase de Grupos,2016-04-20,6,2016,Corinthians,Cobresal,br,cl,1,6,0
Fase de Grupos,2016-04-21,6,2016,The Strongest,São Paulo,bo,br,0,1,1
Fase de Grupos,2016-04-21,6,2016,River Plate,Trujillanos,ar,ve,1,4,3
Oitavas de final,2016-04-26,,2016,CA Huracán,Nacional,ar,co,0,0,0
Oitavas de final,2016-04-27,,2016,Racing Club,Atlético Mineiro,ar,br,0,0,0
Oitavas de final,2016-04-26,,2016,Dep Táchira,UNAM,ve,mx,1,1,0
Oitavas de final,2016-04-28,,2016,Independiente,River Plate,ec,ar,1,2,0
Oitavas de final,2016-04-27,,2016,Grêmio,Rosario Cent,br,ar,-1,0,1
Oitavas de final,2016-04-27,,2016,Nacional,Corinthians,uy,br,0,0,0
Oitavas de final,2016-04-28,,2016,Cerro Porteño,Boca Juniors,py,ar,-1,1,2
Oitavas de final,2016-04-28,,2016,São Paulo,Toluca,br,mx,1,4,0
Oitavas de final,2016-05-04,,2016,Toluca,São Paulo,mx,br,1,3,1
Oitavas de final,2016-05-04,,2016,River Plate,Independiente,ar,ec,1,1,0
Oitavas de final,2016-05-03,,2016,Nacional,CA Huracán,co,ar,1,4,2
Oitavas de final,2016-05-03,,2016,UNAM,Dep Táchira,mx,ve,1,2,0
Oitavas de final,2016-05-05,,2016,Rosario Cent,Grêmio,ar,br,1,3,0
Oitavas de final,2016-05-04,,2016,Corinthians,Nacional,br,uy,0,2,2
Oitavas de final,2016-05-04,,2016,Atlético Mineiro,Racing Club,br,ar,1,2,1
Oitavas de final,2016-05-05,,2016,Boca Juniors,Cerro Porteño,ar,py,1,3,1
Quartas de final,2016-05-12,,2016,Nacional,Boca Juniors,uy,ar,0,1,1
Quartas de final,2016-05-11,,2016,São Paulo,Atlético Mineiro,br,br,1,1,0
Quartas de final,2016-05-12,,2016,Rosario Cent,Nacional,ar,co,1,1,0
Quartas de final,2016-05-17,,2016,Independiente,UNAM,ec,mx,1,2,1
Quartas de final,2016-05-19,,2016,Boca Juniors,Nacional,ar,uy,1,1,1
Quartas de final,2016-05-18,,2016,Atlético Mineiro,São Paulo,br,br,1,2,1
Quartas de final,2016-05-19,,2016,Nacional,Rosario Cent,co,ar,1,3,1
Quartas de final,2016-05-24,,2016,UNAM,Independiente,mx,ec,-1,2,1
Semifinais,2016-07-06,,2016,São Paulo,Nacional,br,co,-1,0,2
Semifinais,2016-07-07,,2016,Independiente,Boca Juniors,ec,ar,1,2,1
Semifinais,2016-07-13,,2016,Nacional,São Paulo,co,br,1,2,1
Semifinais,2016-07-14,,2016,Boca Juniors,Independiente,ar,ec,-1,2,3
Final,2016-07-27,,2016,Nacional,Independiente,co,ec,1,2,1
Fase de Grupos,2017-03-07,1,2017,Iquique,Guaraní,cl,py,-1,0,1
Fase de Grupos,2017-03-07,1,2017,Wilstermann,Peñarol,bo,uy,1,6,2
Fase de Grupos,2017-03-08,1,2017,Sport Boys,Libertad,bo,py,0,3,3
Fase de Grupos,2017-03-08,1,2017,Godoy Cruz,Atlético Mineiro,ar,br,0,1,1
Fase de Grupos,2017-03-07,1,2017,Zulia,Chapecoense,ve,br,-1,1,2
Fase de Grupos,2017-03-07,1,2017,Atl Paranaense,Univ Católica,br,cl,0,2,2
Fase de Grupos,2017-03-09,1,2017,Zamora,Grêmio,ve,br,-1,0,2
Fase de Grupos,2017-03-08,1,2017,Tucumán,Palmeiras,ar,br,0,1,1
Fase de Grupos,2017-03-08,1,2017,Flamengo,San Lorenzo,br,ar,1,4,0
Fase de Grupos,2017-03-09,1,2017,Sporting Cristal,Santos,pe,br,0,1,1
Fase de Grupos,2017-03-09,1,2017,The Strongest,Santa Fe,bo,co,1,2,0
Fase de Grupos,2017-03-09,1,2017,Lanús,Nacional,ar,uy,-1,0,1
Fase de Grupos,2017-03-14,1,2017,Melgar,CS Emelec,pe,ec,1,1,0
Fase de Grupos,2017-03-15,2,2017,San Lorenzo,Atl Paranaense,ar,br,-1,0,1
Fase de Grupos,2017-03-15,2,2017,Nacional,Zulia,uy,ve,-1,0,1
Fase de Grupos,2017-03-14,1,2017,Barcelona SC,Nacional,ec,co,1,2,1
Fase de Grupos,2017-03-14,1,2017,Botafogo (RJ),Estudiantes,br,ar,1,2,1
Fase de Grupos,2017-03-15,1,2017,Independiente,River Plate,co,ar,-1,1,3
Fase de Grupos,2017-03-16,2,2017,Chapecoense,Lanús,br,ar,-1,1,3
Fase de Grupos,2017-03-15,2,2017,Univ Católica,Flamengo,cl,br,1,1,0
Fase de Grupos,2017-03-15,2,2017,Palmeiras,Wilstermann,br,bo,1,1,0
Fase de Grupos,2017-03-16,2,2017,Santa Fe,Sporting Cristal,co,pe,1,3,0
Fase de Grupos,2017-03-16,2,2017,Peñarol,Tucumán,uy,ar,1,2,1
Fase de Grupos,2017-03-16,2,2017,Santos,The Strongest,br,bo,1,2,0
Fase de Grupos,2017-04-11,2,2017,Libertad,Godoy Cruz,py,ar,-1,1,2
Fase de Grupos,2017-04-11,3,2017,Wilstermann,Tucumán,bo,ar,1,2,1
Fase de Grupos,2017-04-12,2,2017,Guaraní,Zamora,py,ve,1,3,1
Fase de Grupos,2017-04-11,2,2017,Estudiantes,Barcelona SC,ar,ec,-1,0,2
Fase de Grupos,2017-04-11,2,2017,Grêmio,Iquique,br,cl,1,3,2
Fase de Grupos,2017-04-13,2,2017,CS Emelec,Independiente,ec,co,1,1,0
Fase de Grupos,2017-04-13,2,2017,Atlético Mineiro,Sport Boys,br,bo,1,5,2
Fase de Grupos,2017-04-12,3,2017,Univ Católica,San Lorenzo,cl,ar,0,1,1
Fase de Grupos,2017-04-12,3,2017,Palmeiras,Peñarol,br,uy,1,3,2
Fase de Grupos,2017-04-12,3,2017,Flamengo,Atl Paranaense,br,br,1,2,1
Fase de Grupos,2017-04-13,2,2017,Nacional,Botafogo (RJ),co,br,-1,0,2
Fase de Grupos,2017-04-13,2,2017,River Plate,Melgar,ar,pe,1,4,2
Fase de Grupos,2017-04-19,3,2017,Estudiantes,Nacional,ar,co,1,1,0
Fase de Grupos,2017-04-18,3,2017,Sporting Cristal,The Strongest,pe,bo,0,0,0
Fase de Grupos,2017-04-18,3,2017,Lanús,Zulia,ar,ve,1,5,0
Fase de Grupos,2017-04-18,3,2017,Chapecoense,Nacional,br,uy,0,1,1
Fase de Grupos,2017-04-20,3,2017,Guaraní,Grêmio,py,br,0,1,1
Fase de Grupos,2017-04-20,3,2017,Godoy Cruz,Sport Boys,ar,bo,1,2,0
Fase de Grupos,2017-04-19,3,2017,Santa Fe,Santos,co,br,0,0,0
Fase de Grupos,2017-04-19,3,2017,Zamora,Iquique,ve,cl,-1,1,4
Fase de Grupos,2017-04-19,3,2017,Libertad,Atlético Mineiro,py,br,1,1,0
Fase de Grupos,2017-04-20,3,2017,Independiente,Melgar,co,pe,1,2,0
Fase de Grupos,2017-04-20,3,2017,Barcelona SC,Botafogo (RJ),ec,br,0,1,1
Fase de Grupos,2017-04-25,4,2017,Iquique,Zamora,cl,ve,1,4,3
Fase de Grupos,2017-04-25,4,2017,Tucumán,Wilstermann,ar,bo,1,2,1
Fase de Grupos,2017-04-26,4,2017,Atlético Mineiro,Libertad,br,py,1,2,0
Fase de Grupos,2017-04-25,4,2017,San Lorenzo,Univ Católica,ar,cl,1,2,1
Fase de Grupos,2017-04-27,4,2017,Zulia,Lanús,ve,ar,0,1,1
Fase de Grupos,2017-04-26,4,2017,Melgar,Independiente,pe,co,-1,1,2
Fase de Grupos,2017-04-27,4,2017,Nacional,Chapecoense,uy,br,1,3,0
Fase de Grupos,2017-04-26,4,2017,Peñarol,Palmeiras,uy,br,-1,2,3
Fase de Grupos,2017-04-26,4,2017,Atl Paranaense,Flamengo,br,br,1,2,1
Fase de Grupos,2017-04-27,3,2017,CS Emelec,River Plate,ec,ar,-1,1,2
Fase de Grupos,2017-04-27,4,2017,Sport Boys,Godoy Cruz,bo,ar,-1,1,3
Fase de Grupos,2017-04-27,4,2017,Grêmio,Guaraní,br,py,1,4,1
Fase de Grupos,2017-05-02,5,2017,Tucumán,Peñarol,ar,uy,1,2,1
Fase de Grupos,2017-05-03,5,2017,Sport Boys,Atlético Mineiro,bo,br,-1,1,5
Fase de Grupos,2017-05-02,4,2017,Nacional,Estudiantes,co,ar,1,4,1
Fase de Grupos,2017-05-03,5,2017,Iquique,Grêmio,cl,br,1,2,1
Fase de Grupos,2017-05-02,4,2017,Botafogo (RJ),Barcelona SC,br,ec,-1,0,2
Fase de Grupos,2017-05-04,4,2017,The Strongest,Sporting Cristal,bo,pe,1,5,1
Fase de Grupos,2017-05-03,5,2017,Wilstermann,Palmeiras,bo,br,1,3,2
Fase de Grupos,2017-05-03,5,2017,Atl Paranaense,San Lorenzo,br,ar,-1,0,3
Fase de Grupos,2017-05-03,5,2017,Flamengo,Univ Católica,br,cl,1,3,1
Fase de Grupos,2017-05-04,5,2017,Zamora,Guaraní,ve,py,-1,1,3
Fase de Grupos,2017-05-04,5,2017,Godoy Cruz,Libertad,ar,py,0,1,1
Fase de Grupos,2017-05-04,4,2017,Santos,Santa Fe,br,co,1,3,2
Fase de Grupos,2017-05-10,4,2017,River Plate,CS Emelec,ar,ec,0,1,1
Fase de Grupos,2017-05-16,5,2017,Zulia,Nacional,ve,uy,0,0,0
Fase de Grupos,2017-05-17,5,2017,Sporting Cristal,Santa Fe,pe,co,-1,0,2
Fase de Grupos,2017-05-17,5,2017,The Strongest,Santos,bo,br,0,1,1
Fase de Grupos,2017-05-16,6,2017,Libertad,Sport Boys,py,bo,0,1,1
Fase de Grupos,2017-05-16,6,2017,Atlético Mineiro,Godoy Cruz,br,ar,1,4,1
Fase de Grupos,2017-05-16,5,2017,Independiente,CS Emelec,co,ec,-1,1,2
Fase de Grupos,2017-05-18,5,2017,Barcelona SC,Estudiantes,ec,ar,-1,0,3
Fase de Grupos,2017-05-17,6,2017,Univ Católica,Atl Paranaense,cl,br,-1,2,3
Fase de Grupos,2017-05-17,5,2017,Lanús,Chapecoense,ar,br,1,3,0
Fase de Grupos,2017-05-17,6,2017,San Lorenzo,Flamengo,ar,br,1,2,1
Fase de Grupos,2017-05-18,5,2017,Melgar,River Plate,pe,ar,-1,2,3
Fase de Grupos,2017-05-18,5,2017,Botafogo (RJ),Nacional,br,co,1,1,0
Fase de Grupos,2017-05-23,6,2017,Nacional,Lanús,uy,ar,-1,0,1
Fase de Grupos,2017-05-23,6,2017,Chapecoense,Zulia,br,ve,1,2,1
Fase de Grupos,2017-05-23,6,2017,Santa Fe,The Strongest,co,bo,0,1,1
Fase de Grupos,2017-05-23,6,2017,Santos,Sporting Cristal,br,pe,1,4,0
Fase de Grupos,2017-05-25,6,2017,CS Emelec,Melgar,ec,pe,1,3,0
Fase de Grupos,2017-05-25,6,2017,River Plate,Independiente,ar,co,-1,1,2
Fase de Grupos,2017-05-24,6,2017,Palmeiras,Tucumán,br,ar,1,3,1
Fase de Grupos,2017-05-24,6,2017,Peñarol,Wilstermann,uy,bo,1,2,0
Fase de Grupos,2017-05-25,6,2017,Nacional,Barcelona SC,co,ec,1,3,1
Fase de Grupos,2017-05-25,6,2017,Guaraní,Iquique,py,cl,0,0,0
